observable,sintetico,base,Q,timestamp,P0910,valor,frac
gap_pobreza,median,P,2017-08-15,2023-10-29 05:45:05.984473,70,477330.0,0.02
CBA,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,162630.0,0.02
CBA,median,P,2017-11-15,2023-10-29 05:52:19.896166,70,119240.0,0.02
CBT,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,401740.0,0.02
CBT,median,P,2017-11-15,2023-10-29 05:52:19.896166,70,293700.0,0.02
CB_EQUIV,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,3.875,0.02
CB_EQUIV,median,P,2017-11-15,2023-10-29 05:52:19.896166,70,2.79,0.02
Indigencia,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,0.027,0.02
Indigencia,sum,P,2017-11-15,2023-10-29 05:52:19.896166,70,63750.0,0.02
P47T_hogar,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,1112560.0,0.02
P47T_hogar,median,P,2017-11-15,2023-10-29 05:52:19.896166,70,709720.0,0.02
P47T_hogar,q10,P,2017-11-15,2023-10-29 05:52:19.896166,70,246070.0,0.02
P47T_hogar,q25,P,2017-11-15,2023-10-29 05:52:19.896166,70,427640.0,0.02
P47T_hogar,q75,P,2017-11-15,2023-10-29 05:52:19.896166,70,1077150.0,0.02
P47T_hogar,q90,P,2017-11-15,2023-10-29 05:52:19.896166,70,1526500.0,0.02
P47T_persona,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,259600.0,0.02
P47T_persona,median,P,2017-11-15,2023-10-29 05:52:19.896166,70,204660.0,0.02
P47T_persona,q10,P,2017-11-15,2023-10-29 05:52:19.896166,70,0.0,0.02
P47T_persona,q25,P,2017-11-15,2023-10-29 05:52:19.896166,70,0.0,0.02
P47T_persona,q75,P,2017-11-15,2023-10-29 05:52:19.896166,70,390010.0,0.02
P47T_persona,q90,P,2017-11-15,2023-10-29 05:52:19.896166,70,550910.0,0.02
Pobreza,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,0.0996,0.02
Pobreza,sum,P,2017-11-15,2023-10-29 05:52:19.896166,70,235300.0,0.02
Total,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,1.0,0.02
Total,sum,P,2017-11-15,2023-10-29 05:52:19.896166,70,2362100.0,0.02
gap_indigencia,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,949930.0,0.02
gap_indigencia,median,P,2017-11-15,2023-10-29 05:52:19.896166,70,586195.0,0.02
gap_pobreza,mean,P,2017-11-15,2023-10-29 05:52:19.896166,70,710830.0,0.02
gap_pobreza,median,P,2017-11-15,2023-10-29 05:52:19.896166,70,410510.0,0.02
CBA,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,350580.0,0.02
CBA,median,P,2018-02-15,2023-10-29 05:59:39.733068,70,118790.0,0.02
CBT,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,892490.0,0.02
CBT,median,P,2018-02-15,2023-10-29 05:59:39.733068,70,298160.0,0.02
CB_EQUIV,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,8.333,0.02
CB_EQUIV,median,P,2018-02-15,2023-10-29 05:59:39.733068,70,2.8,0.02
Indigencia,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,0.03,0.02
Indigencia,sum,P,2018-02-15,2023-10-29 05:59:39.733068,70,72500.0,0.02
P47T_hogar,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,2623670.0,0.02
P47T_hogar,median,P,2018-02-15,2023-10-29 05:59:39.733068,70,762350.0,0.02
P47T_hogar,q10,P,2018-02-15,2023-10-29 05:59:39.733068,70,238090.0,0.02
P47T_hogar,q25,P,2018-02-15,2023-10-29 05:59:39.733068,70,451900.0,0.02
P47T_hogar,q75,P,2018-02-15,2023-10-29 05:59:39.733068,70,1192960.0,0.02
P47T_hogar,q90,P,2018-02-15,2023-10-29 05:59:39.733068,70,1735590.0,0.02
P47T_persona,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,277380.0,0.02
P47T_persona,median,P,2018-02-15,2023-10-29 05:59:39.733068,70,229640.0,0.02
P47T_persona,q10,P,2018-02-15,2023-10-29 05:59:39.733068,70,0.0,0.02
P47T_persona,q25,P,2018-02-15,2023-10-29 05:59:39.733068,70,0.0,0.02
P47T_persona,q75,P,2018-02-15,2023-10-29 05:59:39.733068,70,417900.0,0.02
P47T_persona,q90,P,2018-02-15,2023-10-29 05:59:39.733068,70,662350.0,0.02
Pobreza,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,0.1052,0.02
Pobreza,sum,P,2018-02-15,2023-10-29 05:59:39.733068,70,254050.0,0.02
Total,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,1.0,0.02
Total,sum,P,2018-02-15,2023-10-29 05:59:39.733068,70,2415100.0,0.02
gap_indigencia,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,2273090.0,0.02
gap_indigencia,median,P,2018-02-15,2023-10-29 05:59:39.733068,70,644500.0,0.02
gap_pobreza,mean,P,2018-02-15,2023-10-29 05:59:39.733068,70,1731180.0,0.02
gap_pobreza,median,P,2018-02-15,2023-10-29 05:59:39.733068,70,460860.0,0.02
CBA,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,347930.0,0.02
CBA,median,P,2018-05-15,2023-10-29 06:07:01.976612,70,117500.0,0.02
CBT,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,891440.0,0.02
CBT,median,P,2018-05-15,2023-10-29 06:07:01.976612,70,296550.0,0.02
CB_EQUIV,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,8.333,0.02
CB_EQUIV,median,P,2018-05-15,2023-10-29 06:07:01.976612,70,2.8,0.02
Indigencia,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,0.0351,0.02
Indigencia,sum,P,2018-05-15,2023-10-29 06:07:01.976612,70,84650.0,0.02
P47T_hogar,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,2374710.0,0.02
P47T_hogar,median,P,2018-05-15,2023-10-29 06:07:01.976612,70,664590.0,0.02
P47T_hogar,q10,P,2018-05-15,2023-10-29 06:07:01.976612,70,229640.0,0.02
P47T_hogar,q25,P,2018-05-15,2023-10-29 06:07:01.976612,70,390900.0,0.02
P47T_hogar,q75,P,2018-05-15,2023-10-29 06:07:01.976612,70,1037370.0,0.02
P47T_hogar,q90,P,2018-05-15,2023-10-29 06:07:01.976612,70,1527020.0,0.02
P47T_persona,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,244620.0,0.02
P47T_persona,median,P,2018-05-15,2023-10-29 06:07:01.976612,70,200000.0,0.02
P47T_persona,q10,P,2018-05-15,2023-10-29 06:07:01.976612,70,0.0,0.02
P47T_persona,q25,P,2018-05-15,2023-10-29 06:07:01.976612,70,0.0,0.02
P47T_persona,q75,P,2018-05-15,2023-10-29 06:07:01.976612,70,347590.0,0.02
P47T_persona,q90,P,2018-05-15,2023-10-29 06:07:01.976612,70,550910.0,0.02
Pobreza,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,0.127,0.02
Pobreza,sum,P,2018-05-15,2023-10-29 06:07:01.976612,70,306700.0,0.02
Total,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,1.0,0.02
Total,sum,P,2018-05-15,2023-10-29 06:07:01.976612,70,2415100.0,0.02
gap_indigencia,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,2026780.0,0.02
gap_indigencia,median,P,2018-05-15,2023-10-29 06:07:01.976612,70,543570.0,0.02
gap_pobreza,mean,P,2018-05-15,2023-10-29 06:07:01.976612,70,1483270.0,0.02
gap_pobreza,median,P,2018-05-15,2023-10-29 06:07:01.976612,70,368260.0,0.02
CBA,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,355680.0,0.02
CBA,median,P,2018-08-15,2023-10-29 06:14:36.871036,70,120310.0,0.02
CBT,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,898330.0,0.02
CBT,median,P,2018-08-15,2023-10-29 06:14:36.871036,70,299240.0,0.02
CB_EQUIV,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,8.333,0.02
CB_EQUIV,median,P,2018-08-15,2023-10-29 06:14:36.871036,70,2.8,0.02
Indigencia,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,0.0334,0.02
Indigencia,sum,P,2018-08-15,2023-10-29 06:14:36.871036,70,80750.0,0.02
P47T_hogar,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,2469740.0,0.02
P47T_hogar,median,P,2018-08-15,2023-10-29 06:14:36.871036,70,707010.0,0.02
P47T_hogar,q10,P,2018-08-15,2023-10-29 06:14:36.871036,70,219780.0,0.02
P47T_hogar,q25,P,2018-08-15,2023-10-29 06:14:36.871036,70,409180.0,0.02
P47T_hogar,q75,P,2018-08-15,2023-10-29 06:14:36.871036,70,1089420.0,0.02
P47T_hogar,q90,P,2018-08-15,2023-10-29 06:14:36.871036,70,1560070.0,0.02
P47T_persona,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,250580.0,0.02
P47T_persona,median,P,2018-08-15,2023-10-29 06:14:36.871036,70,191000.0,0.02
P47T_persona,q10,P,2018-08-15,2023-10-29 06:14:36.871036,70,0.0,0.02
P47T_persona,q25,P,2018-08-15,2023-10-29 06:14:36.871036,70,0.0,0.02
P47T_persona,q75,P,2018-08-15,2023-10-29 06:14:36.871036,70,381130.0,0.02
P47T_persona,q90,P,2018-08-15,2023-10-29 06:14:36.871036,70,632540.0,0.02
Pobreza,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,0.1238,0.02
Pobreza,sum,P,2018-08-15,2023-10-29 06:14:36.871036,70,299100.0,0.02
Total,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,1.0,0.02
Total,sum,P,2018-08-15,2023-10-29 06:14:36.871036,70,2415100.0,0.02
gap_indigencia,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,2114060.0,0.02
gap_indigencia,median,P,2018-08-15,2023-10-29 06:14:36.871036,70,582505.0,0.02
gap_pobreza,mean,P,2018-08-15,2023-10-29 06:14:36.871036,70,1571420.0,0.02
gap_pobreza,median,P,2018-08-15,2023-10-29 06:14:36.871036,70,402245.0,0.02
CBA,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,366150.0,0.02
CBA,median,P,2018-11-15,2023-10-29 06:22:17.797239,70,123740.0,0.02
CBT,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,925900.0,0.02
CBT,median,P,2018-11-15,2023-10-29 06:22:17.797239,70,308380.0,0.02
CB_EQUIV,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,8.333,0.02
CB_EQUIV,median,P,2018-11-15,2023-10-29 06:22:17.797239,70,2.8,0.02
Indigencia,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,0.0373,0.02
Indigencia,sum,P,2018-11-15,2023-10-29 06:22:17.797239,70,90200.0,0.02
P47T_hogar,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,2696240.0,0.02
P47T_hogar,median,P,2018-11-15,2023-10-29 06:22:17.797239,70,586860.0,0.02
P47T_hogar,q10,P,2018-11-15,2023-10-29 06:22:17.797239,70,204660.0,0.02
P47T_hogar,q25,P,2018-11-15,2023-10-29 06:22:17.797239,70,347590.0,0.02
P47T_hogar,q75,P,2018-11-15,2023-10-29 06:22:17.797239,70,901550.0,0.02
P47T_hogar,q90,P,2018-11-15,2023-10-29 06:22:17.797239,70,1294100.0,0.02
P47T_persona,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,207470.0,0.02
P47T_persona,median,P,2018-11-15,2023-10-29 06:22:17.797239,70,178250.0,0.02
P47T_persona,q10,P,2018-11-15,2023-10-29 06:22:17.797239,70,0.0,0.02
P47T_persona,q25,P,2018-11-15,2023-10-29 06:22:17.797239,70,0.0,0.02
P47T_persona,q75,P,2018-11-15,2023-10-29 06:22:17.797239,70,302730.0,0.02
P47T_persona,q90,P,2018-11-15,2023-10-29 06:22:17.797239,70,479820.0,0.02
Pobreza,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,0.1642,0.02
Pobreza,sum,P,2018-11-15,2023-10-29 06:22:17.797239,70,396600.0,0.02
Total,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,1.0,0.02
Total,sum,P,2018-11-15,2023-10-29 06:22:17.797239,70,2415100.0,0.02
gap_indigencia,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,2330090.0,0.02
gap_indigencia,median,P,2018-11-15,2023-10-29 06:22:17.797239,70,461040.0,0.02
gap_pobreza,mean,P,2018-11-15,2023-10-29 06:22:17.797239,70,1770340.0,0.02
gap_pobreza,median,P,2018-11-15,2023-10-29 06:22:17.797239,70,280070.0,0.02
CBA,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,154340.0,0.02
CBA,median,P,2019-02-15,2023-10-29 06:30:04.104585,70,123560.0,0.02
CBT,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,386130.0,0.02
CBT,median,P,2019-02-15,2023-10-29 06:30:04.104585,70,306830.0,0.02
CB_EQUIV,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,3.544,0.02
CB_EQUIV,median,P,2019-02-15,2023-10-29 06:30:04.104585,70,2.79,0.02
Indigencia,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,0.0346,0.02
Indigencia,sum,P,2019-02-15,2023-10-29 06:30:04.104585,70,83350.0,0.02
P47T_hogar,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,981740.0,0.02
P47T_hogar,median,P,2019-02-15,2023-10-29 06:30:04.104585,70,649460.0,0.02
P47T_hogar,q10,P,2019-02-15,2023-10-29 06:30:04.104585,70,224410.0,0.02
P47T_hogar,q25,P,2019-02-15,2023-10-29 06:30:04.104585,70,383250.0,0.02
P47T_hogar,q75,P,2019-02-15,2023-10-29 06:30:04.104585,70,1007440.0,0.02
P47T_hogar,q90,P,2019-02-15,2023-10-29 06:30:04.104585,70,1491600.0,0.02
P47T_persona,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,247210.0,0.02
P47T_persona,median,P,2019-02-15,2023-10-29 06:30:04.104585,70,200000.0,0.02
P47T_persona,q10,P,2019-02-15,2023-10-29 06:30:04.104585,70,0.0,0.02
P47T_persona,q25,P,2019-02-15,2023-10-29 06:30:04.104585,70,0.0,0.02
P47T_persona,q75,P,2019-02-15,2023-10-29 06:30:04.104585,70,347590.0,0.02
P47T_persona,q90,P,2019-02-15,2023-10-29 06:30:04.104585,70,563750.0,0.02
Pobreza,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,0.1409,0.02
Pobreza,sum,P,2019-02-15,2023-10-29 06:30:04.104585,70,339600.0,0.02
Total,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,1.0,0.02
Total,sum,P,2019-02-15,2023-10-29 06:30:04.104585,70,2410200.0,0.02
gap_indigencia,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,827390.0,0.02
gap_indigencia,median,P,2019-02-15,2023-10-29 06:30:04.104585,70,525775.0,0.02
gap_pobreza,mean,P,2019-02-15,2023-10-29 06:30:04.104585,70,595610.0,0.02
gap_pobreza,median,P,2019-02-15,2023-10-29 06:30:04.104585,70,339830.0,0.02
CBA,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,151680.0,0.02
CBA,median,P,2019-05-15,2023-10-29 06:37:59.438162,70,121180.0,0.02
CBT,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,382470.0,0.02
CBT,median,P,2019-05-15,2023-10-29 06:37:59.438162,70,303350.0,0.02
CB_EQUIV,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,3.544,0.02
CB_EQUIV,median,P,2019-05-15,2023-10-29 06:37:59.438162,70,2.79,0.02
Indigencia,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,0.0413,0.02
Indigencia,sum,P,2019-05-15,2023-10-29 06:37:59.438162,70,99500.0,0.02
P47T_hogar,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,854610.0,0.02
P47T_hogar,median,P,2019-05-15,2023-10-29 06:37:59.438162,70,563070.0,0.02
P47T_hogar,q10,P,2019-05-15,2023-10-29 06:37:59.438162,70,191000.0,0.02
P47T_hogar,q25,P,2019-05-15,2023-10-29 06:37:59.438162,70,339680.0,0.02
P47T_hogar,q75,P,2019-05-15,2023-10-29 06:37:59.438162,70,840350.0,0.02
P47T_hogar,q90,P,2019-05-15,2023-10-29 06:37:59.438162,70,1187470.0,0.02
P47T_persona,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,196840.0,0.02
P47T_persona,median,P,2019-05-15,2023-10-29 06:37:59.438162,70,170230.0,0.02
P47T_persona,q10,P,2019-05-15,2023-10-29 06:37:59.438162,70,0.0,0.02
P47T_persona,q25,P,2019-05-15,2023-10-29 06:37:59.438162,70,0.0,0.02
P47T_persona,q75,P,2019-05-15,2023-10-29 06:37:59.438162,70,289110.0,0.02
P47T_persona,q90,P,2019-05-15,2023-10-29 06:37:59.438162,70,447790.0,0.02
Pobreza,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,0.1797,0.02
Pobreza,sum,P,2019-05-15,2023-10-29 06:37:59.438162,70,433150.0,0.02
Total,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,1.0,0.02
Total,sum,P,2019-05-15,2023-10-29 06:37:59.438162,70,2410200.0,0.02
gap_indigencia,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,702930.0,0.02
gap_indigencia,median,P,2019-05-15,2023-10-29 06:37:59.438162,70,433915.0,0.02
gap_pobreza,mean,P,2019-05-15,2023-10-29 06:37:59.438162,70,472140.0,0.02
gap_pobreza,median,P,2019-05-15,2023-10-29 06:37:59.438162,70,253590.0,0.02
CBA,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,152390.0,0.02
CBA,median,P,2019-08-15,2023-10-29 06:45:59.926503,70,121570.0,0.02
CBT,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,383230.0,0.02
CBT,median,P,2019-08-15,2023-10-29 06:45:59.926503,70,303530.0,0.02
CB_EQUIV,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,3.544,0.02
CB_EQUIV,median,P,2019-08-15,2023-10-29 06:45:59.926503,70,2.79,0.02
Indigencia,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,0.037,0.02
Indigencia,sum,P,2019-08-15,2023-10-29 06:45:59.926503,70,89100.0,0.02
P47T_hogar,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,1052270.0,0.02
P47T_hogar,median,P,2019-08-15,2023-10-29 06:45:59.926503,70,644680.0,0.02
P47T_hogar,q10,P,2019-08-15,2023-10-29 06:45:59.926503,70,204660.0,0.02
P47T_hogar,q25,P,2019-08-15,2023-10-29 06:45:59.926503,70,381130.0,0.02
P47T_hogar,q75,P,2019-08-15,2023-10-29 06:45:59.926503,70,1000790.0,0.02
P47T_hogar,q90,P,2019-08-15,2023-10-29 06:45:59.926503,70,1475960.0,0.02
P47T_persona,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,246430.0,0.02
P47T_persona,median,P,2019-08-15,2023-10-29 06:45:59.926503,70,186650.0,0.02
P47T_persona,q10,P,2019-08-15,2023-10-29 06:45:59.926503,70,0.0,0.02
P47T_persona,q25,P,2019-08-15,2023-10-29 06:45:59.926503,70,0.0,0.02
P47T_persona,q75,P,2019-08-15,2023-10-29 06:45:59.926503,70,355690.0,0.02
P47T_persona,q90,P,2019-08-15,2023-10-29 06:45:59.926503,70,563750.0,0.02
Pobreza,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,0.1417,0.02
Pobreza,sum,P,2019-08-15,2023-10-29 06:45:59.926503,70,341600.0,0.02
Total,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,1.0,0.02
Total,sum,P,2019-08-15,2023-10-29 06:45:59.926503,70,2410200.0,0.02
gap_indigencia,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,899880.0,0.02
gap_indigencia,median,P,2019-08-15,2023-10-29 06:45:59.926503,70,520880.0,0.02
gap_pobreza,mean,P,2019-08-15,2023-10-29 06:45:59.926503,70,669040.0,0.02
gap_pobreza,median,P,2019-08-15,2023-10-29 06:45:59.926503,70,337035.0,0.02
CBA,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,152220.0,0.02
CBA,median,P,2019-11-15,2023-10-29 06:54:00.598163,70,121630.0,0.02
CBT,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,383110.0,0.02
CBT,median,P,2019-11-15,2023-10-29 06:54:00.598163,70,303660.0,0.02
CB_EQUIV,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,3.544,0.02
CB_EQUIV,median,P,2019-11-15,2023-10-29 06:54:00.598163,70,2.79,0.02
Indigencia,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,0.0407,0.02
Indigencia,sum,P,2019-11-15,2023-10-29 06:54:00.598163,70,98050.0,0.02
P47T_hogar,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,819500.0,0.02
P47T_hogar,median,P,2019-11-15,2023-10-29 06:54:00.598163,70,552190.0,0.02
P47T_hogar,q10,P,2019-11-15,2023-10-29 06:54:00.598163,70,182400.0,0.02
P47T_hogar,q25,P,2019-11-15,2023-10-29 06:54:00.598163,70,324390.0,0.02
P47T_hogar,q75,P,2019-11-15,2023-10-29 06:54:00.598163,70,850030.0,0.02
P47T_hogar,q90,P,2019-11-15,2023-10-29 06:54:00.598163,70,1242390.0,0.02
P47T_persona,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,204310.0,0.02
P47T_persona,median,P,2019-11-15,2023-10-29 06:54:00.598163,70,174190.0,0.02
P47T_persona,q10,P,2019-11-15,2023-10-29 06:54:00.598163,70,0.0,0.02
P47T_persona,q25,P,2019-11-15,2023-10-29 06:54:00.598163,70,0.0,0.02
P47T_persona,q75,P,2019-11-15,2023-10-29 06:54:00.598163,70,295840.0,0.02
P47T_persona,q90,P,2019-11-15,2023-10-29 06:54:00.598163,70,458220.0,0.02
Pobreza,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,0.1825,0.02
Pobreza,sum,P,2019-11-15,2023-10-29 06:54:00.598163,70,439750.0,0.02
Total,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,1.0,0.02
Total,sum,P,2019-11-15,2023-10-29 06:54:00.598163,70,2410200.0,0.02
gap_indigencia,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,667280.0,0.02
gap_indigencia,median,P,2019-11-15,2023-10-29 06:54:00.598163,70,427040.0,0.02
gap_pobreza,mean,P,2019-11-15,2023-10-29 06:54:00.598163,70,436380.0,0.02
gap_pobreza,median,P,2019-11-15,2023-10-29 06:54:00.598163,70,246520.0,0.02
CBA,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,176720.0,0.02
CBA,median,P,2020-02-15,2023-10-29 07:02:16.415593,70,125230.0,0.02
CBT,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,429980.0,0.02
CBT,median,P,2020-02-15,2023-10-29 07:02:16.415593,70,304720.0,0.02
CB_EQUIV,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,4.024,0.02
CB_EQUIV,median,P,2020-02-15,2023-10-29 07:02:16.415593,70,2.79,0.02
Indigencia,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,0.0421,0.02
Indigencia,sum,P,2020-02-15,2023-10-29 07:02:16.415593,70,101800.0,0.02
P47T_hogar,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,1093100.0,0.02
P47T_hogar,median,P,2020-02-15,2023-10-29 07:02:16.415593,70,624250.0,0.02
P47T_hogar,q10,P,2020-02-15,2023-10-29 07:02:16.415593,70,204660.0,0.02
P47T_hogar,q25,P,2020-02-15,2023-10-29 07:02:16.415593,70,375780.0,0.02
P47T_hogar,q75,P,2020-02-15,2023-10-29 07:02:16.415593,70,972470.0,0.02
P47T_hogar,q90,P,2020-02-15,2023-10-29 07:02:16.415593,70,1387730.0,0.02
P47T_persona,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,224550.0,0.02
P47T_persona,median,P,2020-02-15,2023-10-29 07:02:16.415593,70,174190.0,0.02
P47T_persona,q10,P,2020-02-15,2023-10-29 07:02:16.415593,70,0.0,0.02
P47T_persona,q25,P,2020-02-15,2023-10-29 07:02:16.415593,70,0.0,0.02
P47T_persona,q75,P,2020-02-15,2023-10-29 07:02:16.415593,70,331940.0,0.02
P47T_persona,q90,P,2020-02-15,2023-10-29 07:02:16.415593,70,550910.0,0.02
Pobreza,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,0.1608,0.02
Pobreza,sum,P,2020-02-15,2023-10-29 07:02:16.415593,70,388900.0,0.02
Total,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,1.0,0.02
Total,sum,P,2020-02-15,2023-10-29 07:02:16.415593,70,2418650.0,0.02
gap_indigencia,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,916380.0,0.02
gap_indigencia,median,P,2020-02-15,2023-10-29 07:02:16.415593,70,499980.0,0.02
gap_pobreza,mean,P,2020-02-15,2023-10-29 07:02:16.415593,70,663130.0,0.02
gap_pobreza,median,P,2020-02-15,2023-10-29 07:02:16.415593,70,325110.0,0.02
CBA,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,177210.0,0.02
CBA,median,P,2020-05-15,2023-10-29 07:10:37.939397,70,125290.0,0.02
CBT,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,426560.0,0.02
CBT,median,P,2020-05-15,2023-10-29 07:10:37.939397,70,301500.0,0.02
CB_EQUIV,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,4.024,0.02
CB_EQUIV,median,P,2020-05-15,2023-10-29 07:10:37.939397,70,2.79,0.02
Indigencia,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,0.0571,0.02
Indigencia,sum,P,2020-05-15,2023-10-29 07:10:37.939397,70,138200.0,0.02
P47T_hogar,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,955090.0,0.02
P47T_hogar,median,P,2020-05-15,2023-10-29 07:10:37.939397,70,501120.0,0.02
P47T_hogar,q10,P,2020-05-15,2023-10-29 07:10:37.939397,70,158860.0,0.02
P47T_hogar,q25,P,2020-05-15,2023-10-29 07:10:37.939397,70,291330.0,0.02
P47T_hogar,q75,P,2020-05-15,2023-10-29 07:10:37.939397,70,788530.0,0.02
P47T_hogar,q90,P,2020-05-15,2023-10-29 07:10:37.939397,70,1168200.0,0.02
P47T_persona,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,182820.0,0.02
P47T_persona,median,P,2020-05-15,2023-10-29 07:10:37.939397,70,141580.0,0.02
P47T_persona,q10,P,2020-05-15,2023-10-29 07:10:37.939397,70,0.0,0.02
P47T_persona,q25,P,2020-05-15,2023-10-29 07:10:37.939397,70,0.0,0.02
P47T_persona,q75,P,2020-05-15,2023-10-29 07:10:37.939397,70,269810.0,0.02
P47T_persona,q90,P,2020-05-15,2023-10-29 07:10:37.939397,70,390010.0,0.02
Pobreza,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,0.2235,0.02
Pobreza,sum,P,2020-05-15,2023-10-29 07:10:37.939397,70,540600.0,0.02
Total,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,1.0,0.02
Total,sum,P,2020-05-15,2023-10-29 07:10:37.939397,70,2418650.0,0.02
gap_indigencia,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,777880.0,0.02
gap_indigencia,median,P,2020-05-15,2023-10-29 07:10:37.939397,70,371530.0,0.02
gap_pobreza,mean,P,2020-05-15,2023-10-29 07:10:37.939397,70,528530.0,0.02
