observable,sintetico,base,Q,timestamp,AGLOSI,PROV,valor,frac
P47T_hogar,mean,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,572140.0,0.02
P47T_hogar,median,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,475450.0,0.02
P47T_hogar,q10,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,179930.0,0.02
P47T_hogar,q25,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,289210.0,0.02
P47T_hogar,q75,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,709550.0,0.02
P47T_hogar,q90,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,1016850.0,0.02
P47T_persona,mean,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,128290.0,0.02
P47T_persona,median,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,74290.0,0.02
P47T_persona,q10,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,240460.0,0.02
P47T_persona,q90,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,317000.0,0.02
Pobreza,mean,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,0.3081,0.02
Pobreza,sum,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,251400.0,0.02
Total,mean,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,1.0,0.02
Total,sum,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,816050.0,0.02
gap_indigencia,mean,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,413200.0,0.02
gap_indigencia,median,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,318880.0,0.02
gap_pobreza,mean,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,219100.0,0.02
gap_pobreza,median,PAGLO,2010-11-15,2023-10-29 03:24:37.145865,True,90,141440.0,0.02
CBA,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,170060.0,0.02
CBA,median,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,145400.0,0.02
CBT,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,377740.0,0.02
CBT,median,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,4.304,0.02
CB_EQUIV,median,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,3.68,0.02
Indigencia,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,0.0528,0.02
Indigencia,sum,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,43850.0,0.02
P47T_hogar,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,755900.0,0.02
P47T_hogar,median,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,534070.0,0.02
P47T_hogar,q10,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,189340.0,0.02
P47T_hogar,q25,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,328910.0,0.02
P47T_hogar,q75,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,822200.0,0.02
P47T_hogar,q90,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,1127280.0,0.02
P47T_persona,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,145130.0,0.02
P47T_persona,median,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,67750.0,0.02
P47T_persona,q10,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,263670.0,0.02
P47T_persona,q90,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,381130.0,0.02
Pobreza,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,0.246,0.02
Pobreza,sum,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,204200.0,0.02
Total,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,1.0,0.02
Total,sum,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,830050.0,0.02
gap_indigencia,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,585840.0,0.02
gap_indigencia,median,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,382560.0,0.02
gap_pobreza,mean,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,378160.0,0.02
gap_pobreza,median,PAGLO,2011-02-15,2023-10-29 03:30:51.993983,True,90,205050.0,0.02
CBA,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,170060.0,0.02
CBA,median,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,145400.0,0.02
CBT,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,377740.0,0.02
CBT,median,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,4.304,0.02
CB_EQUIV,median,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,3.68,0.02
Indigencia,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,0.0701,0.02
Indigencia,sum,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,58150.0,0.02
P47T_hogar,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,734890.0,0.02
P47T_hogar,median,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,491960.0,0.02
P47T_hogar,q10,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,170230.0,0.02
P47T_hogar,q25,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,294650.0,0.02
P47T_hogar,q75,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,759970.0,0.02
P47T_hogar,q90,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,1088660.0,0.02
P47T_persona,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,139120.0,0.02
P47T_persona,median,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,59000.0,0.02
P47T_persona,q10,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,240460.0,0.02
P47T_persona,q90,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,347590.0,0.02
Pobreza,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,0.2873,0.02
Pobreza,sum,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,238450.0,0.02
Total,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,1.0,0.02
Total,sum,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,830050.0,0.02
gap_indigencia,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,564830.0,0.02
gap_indigencia,median,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,332580.0,0.02
gap_pobreza,mean,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,357150.0,0.02
gap_pobreza,median,PAGLO,2011-05-15,2023-10-29 03:37:20.431964,True,90,160070.0,0.02
CBA,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,170060.0,0.02
CBA,median,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,145400.0,0.02
CBT,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,377740.0,0.02
CBT,median,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,4.304,0.02
CB_EQUIV,median,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,3.68,0.02
Indigencia,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,0.0631,0.02
Indigencia,sum,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,52350.0,0.02
P47T_hogar,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,837180.0,0.02
P47T_hogar,median,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,506820.0,0.02
P47T_hogar,q10,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,187000.0,0.02
P47T_hogar,q25,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,301480.0,0.02
P47T_hogar,q75,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,821460.0,0.02
P47T_hogar,q90,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,1225260.0,0.02
P47T_persona,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,151240.0,0.02
P47T_persona,median,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,63220.0,0.02
P47T_persona,q10,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,269810.0,0.02
P47T_persona,q90,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,408390.0,0.02
Pobreza,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,0.2778,0.02
Pobreza,sum,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,230600.0,0.02
Total,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,1.0,0.02
Total,sum,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,830050.0,0.02
gap_indigencia,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,667110.0,0.02
gap_indigencia,median,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,355030.0,0.02
gap_pobreza,mean,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,459440.0,0.02
gap_pobreza,median,PAGLO,2011-08-15,2023-10-29 03:42:24.234694,True,90,177860.0,0.02
CBA,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,170060.0,0.02
CBA,median,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,145400.0,0.02
CBT,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,377740.0,0.02
CBT,median,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,4.304,0.02
CB_EQUIV,median,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,3.68,0.02
Indigencia,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,0.0646,0.02
Indigencia,sum,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,53650.0,0.02
P47T_hogar,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,717910.0,0.02
P47T_hogar,median,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,509730.0,0.02
P47T_hogar,q10,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,182400.0,0.02
P47T_hogar,q25,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,302730.0,0.02
P47T_hogar,q75,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,771980.0,0.02
P47T_hogar,q90,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,1125830.0,0.02
P47T_persona,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,137060.0,0.02
P47T_persona,median,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,72600.0,0.02
P47T_persona,q10,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,251800.0,0.02
P47T_persona,q90,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,339680.0,0.02
Pobreza,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,0.2769,0.02
Pobreza,sum,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,229850.0,0.02
Total,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,1.0,0.02
Total,sum,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,830050.0,0.02
gap_indigencia,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,547850.0,0.02
gap_indigencia,median,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,352300.0,0.02
gap_pobreza,mean,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,340170.0,0.02
gap_pobreza,median,PAGLO,2011-11-15,2023-10-29 03:47:21.078753,True,90,175270.0,0.02
CBA,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,183420.0,0.02
CBA,median,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,143820.0,0.02
CBT,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,407410.0,0.02
CBT,median,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,319450.0,0.02
CB_EQUIV,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,4.642,0.02
CB_EQUIV,median,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,3.64,0.02
Indigencia,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,0.0588,0.02
Indigencia,sum,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,49700.0,0.02
P47T_hogar,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,970530.0,0.02
P47T_hogar,median,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,549610.0,0.02
P47T_hogar,q10,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,192870.0,0.02
P47T_hogar,q25,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,331680.0,0.02
P47T_hogar,q75,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,876030.0,0.02
P47T_hogar,q90,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,1303320.0,0.02
P47T_persona,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,158800.0,0.02
P47T_persona,median,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,67750.0,0.02
P47T_persona,q10,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,276090.0,0.02
P47T_persona,q90,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,417900.0,0.02
Pobreza,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,0.2478,0.02
Pobreza,sum,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,209450.0,0.02
Total,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,1.0,0.02
Total,sum,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,845150.0,0.02
gap_indigencia,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,787110.0,0.02
gap_indigencia,median,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,392000.0,0.02
gap_pobreza,mean,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,563120.0,0.02
gap_pobreza,median,PAGLO,2012-02-15,2023-10-29 03:52:20.667666,True,90,213640.0,0.02
CBA,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,183420.0,0.02
CBA,median,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,143820.0,0.02
CBT,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,407410.0,0.02
CBT,median,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,319450.0,0.02
CB_EQUIV,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,4.642,0.02
CB_EQUIV,median,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,3.64,0.02
Indigencia,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,0.0525,0.02
Indigencia,sum,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,44400.0,0.02
P47T_hogar,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,821500.0,0.02
P47T_hogar,median,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,509460.0,0.02
P47T_hogar,q10,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,185940.0,0.02
P47T_hogar,q25,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,309790.0,0.02
P47T_hogar,q75,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,780110.0,0.02
P47T_hogar,q90,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,1157110.0,0.02
P47T_persona,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,141300.0,0.02
P47T_persona,median,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,72600.0,0.02
P47T_persona,q10,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,269810.0,0.02
P47T_persona,q90,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,355690.0,0.02
Pobreza,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,0.2711,0.02
Pobreza,sum,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,229100.0,0.02
Total,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,1.0,0.02
Total,sum,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,845150.0,0.02
gap_indigencia,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,638080.0,0.02
gap_indigencia,median,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,354080.0,0.02
gap_pobreza,mean,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,414090.0,0.02
gap_pobreza,median,PAGLO,2012-05-15,2023-10-29 03:57:22.570232,True,90,172360.0,0.02
CBA,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,183420.0,0.02
CBA,median,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,143820.0,0.02
CBT,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,407410.0,0.02
CBT,median,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,319450.0,0.02
CB_EQUIV,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,4.642,0.02
CB_EQUIV,median,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,3.64,0.02
Indigencia,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,0.0611,0.02
Indigencia,sum,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,51600.0,0.02
P47T_hogar,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,899430.0,0.02
P47T_hogar,median,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,536610.0,0.02
P47T_hogar,q10,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,182400.0,0.02
P47T_hogar,q25,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,324390.0,0.02
P47T_hogar,q75,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,824800.0,0.02
P47T_hogar,q90,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,1244120.0,0.02
P47T_persona,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,150810.0,0.02
P47T_persona,median,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,70940.0,0.02
P47T_persona,q10,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,269810.0,0.02
P47T_persona,q90,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,372450.0,0.02
Pobreza,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,0.2648,0.02
Pobreza,sum,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,223800.0,0.02
Total,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,1.0,0.02
Total,sum,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,845150.0,0.02
gap_indigencia,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,716010.0,0.02
gap_indigencia,median,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,380390.0,0.02
gap_pobreza,mean,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,492030.0,0.02
gap_pobreza,median,PAGLO,2012-08-15,2023-10-29 04:02:25.145607,True,90,198320.0,0.02
CBA,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,183420.0,0.02
CBA,median,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,143820.0,0.02
CBT,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,407410.0,0.02
CBT,median,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,319450.0,0.02
CB_EQUIV,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,4.642,0.02
CB_EQUIV,median,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,3.64,0.02
Indigencia,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,0.0615,0.02
Indigencia,sum,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,51950.0,0.02
P47T_hogar,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,773250.0,0.02
P47T_hogar,median,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,485530.0,0.02
P47T_hogar,q10,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,191000.0,0.02
P47T_hogar,q25,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,302730.0,0.02
P47T_hogar,q75,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,743080.0,0.02
P47T_hogar,q90,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,1073960.0,0.02
P47T_persona,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,134450.0,0.02
P47T_persona,median,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,66210.0,0.02
P47T_persona,q10,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,251800.0,0.02
P47T_persona,q90,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,339680.0,0.02
Pobreza,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,0.2801,0.02
Pobreza,sum,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,236750.0,0.02
Total,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,1.0,0.02
Total,sum,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,845150.0,0.02
gap_indigencia,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,589830.0,0.02
gap_indigencia,median,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,330470.0,0.02
gap_pobreza,mean,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,365840.0,0.02
gap_pobreza,median,PAGLO,2012-11-15,2023-10-29 04:07:38.574497,True,90,155710.0,0.02
CBA,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,156200.0,0.02
CBA,median,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,145790.0,0.02
CBT,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,346940.0,0.02
CBT,median,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,323830.0,0.02
CB_EQUIV,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,3.953,0.02
CB_EQUIV,median,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,3.69,0.02
Indigencia,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,0.0717,0.02
Indigencia,sum,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,60550.0,0.02
P47T_hogar,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,654030.0,0.02
P47T_hogar,median,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,538800.0,0.02
P47T_hogar,q10,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,168900.0,0.02
P47T_hogar,q25,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,326210.0,0.02
P47T_hogar,q75,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,846680.0,0.02
P47T_hogar,q90,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,1200630.0,0.02
P47T_persona,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,152050.0,0.02
P47T_persona,median,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,66210.0,0.02
P47T_persona,q10,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,276090.0,0.02
P47T_persona,q90,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,399090.0,0.02
Pobreza,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,0.2501,0.02
Pobreza,sum,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,211250.0,0.02
Total,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,1.0,0.02
Total,sum,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,844500.0,0.02
gap_indigencia,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,497830.0,0.02
gap_indigencia,median,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,390090.0,0.02
gap_pobreza,mean,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,307090.0,0.02
gap_pobreza,median,PAGLO,2013-02-15,2023-10-29 04:12:55.610532,True,90,217380.0,0.02
